ID,Title,Slug,Price,Sale Price,Stock Status,Inventory,Categories,Usages,Tones,Tags,Attributes,Image URL,Short Description,Description
"2000100493673","ACETATO LILA C#42","acetato-lila-c42","8000","6500","inStock","","","","","","Ancho: 1.55 metros | Composición: 95% Poliester / 5% Spandex | Elasticidad: Alta","https://cdn.sanity.io/images/tbk0k9ou/production/1e947a76df607de2137dec5a1887b038c90e5b5b-640x640.jpg","95% POLIÉSTER/ 5% SPANDEX","Nuestra tela Acetato Lila es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, enterizos, vestidos y faldas."
"2000100493674","ACETATO MORADO C#43","acetato-morado-c43","8000","6500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: 95% Poliester / 5% Spandex | Elasticidad: Alta","https://cdn.sanity.io/images/tbk0k9ou/production/17ec0b627a7fe78599aee6c9a15ac0238f256e57-640x640.jpg","95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Morado es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>"
"2000100493675","ACETATO MOSTAZA C#11","acetato-mostaza-c11","8000","6500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: 95% Poliester / 5% Spandex | Elasticidad: Alta","https://cdn.sanity.io/images/tbk0k9ou/production/b917519dc965de8241f17c67bb446ebb662f8c60-640x640.jpg","95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Mostaza es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>"
"2000100493676","ACETATO NEGRO C#23","acetato-negro-c23","8000","","outOfStock","","","","","","Ancho: 1.55 metros | Composición: 95% Poliester / 5% Spandex | Elasticidad: Alta","https://cdn.sanity.io/images/tbk0k9ou/production/c09a974bff8e9364063867e7b78db319ca67229a-640x640.jpg","95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Negro es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>"
"2000100493677","ACETATO PALO ROSA C#6","acetato-palo-rosa-c6","8000","6500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: 95% Poliester / 5% Spandex | Elasticidad: Alta","https://cdn.sanity.io/images/tbk0k9ou/production/9b63616ead79074dfdbf7655e608a25a678ec50b-640x640.jpg","95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Palo Rosa es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>"
"2000100493678","ACETATO ROJO BRILLANTE C#72","acetato-rojo-brillante-c72","8000","6500","inStock","","","","","","","https://cdn.sanity.io/images/tbk0k9ou/production/88d83787d9b5127285dd24bd6b4cd06f2be555a9-640x640.jpg","95% POLIÉSTER/ 5% SPANDEX","Nuestra tela Acetato Rojo Brillante es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, enterizos, vestidos y faldas."
"2000100493679","ACETATO ROJO C#18","acetato-rojo-c18","8000","6500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: 95% Poliester / 5% Spandex | Elasticidad: Alta","https://cdn.sanity.io/images/tbk0k9ou/production/f723c86ddeb03e8f0c9a4763f608623ba0371c96-539x640.jpg","95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Rojo es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>"
"2000100493680","ACETATO ROSADO C#1","acetato-rosado-c1","8000","6500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: 95% Poliester / 5% Spandex | Elasticidad: Alta","https://cdn.sanity.io/images/tbk0k9ou/production/2bc3e707ec8dfa676a413e97c63d2c1efd8def40-640x640.jpg","95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Rosado es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>"
"2000100493681","ACETATO VERDE MILITAR C#15","acetato-verde-militar-c15","8000","6500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: 95% Poliester / 5% Spandex | Elasticidad: Alta","https://cdn.sanity.io/images/tbk0k9ou/production/fdd37b72d1d47e7a145321bdefd81da5c0cd06d4-640x640.jpg","95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Verde Militar es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>"
"2000100493682","ACETATO VINO TINTO C#30","acetato-vino-tinto-c30","8000","6500","inStock","","","","","","Ancho: 1.55 metros | Composición: 95% Poliester / 5% Spandex | Elasticidad: Alta","https://cdn.sanity.io/images/tbk0k9ou/production/5671298dd6057db4fff0ba53db2989a7016d23d4-640x640.jpg","95% POLIÉSTER/ 5% SPANDEX","Nuestra tela Acetato Vino Tinto es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, enterizos, vestidos y faldas."
"2000100493683","ANTIFLUIDO AZUL OSCURO C#21","antifluido-azul-oscuro-c21","6500","","outOfStock","","","","","","Ancho: 1.50 metros | Composición: Poliester | Elasticidad: Nula","https://cdn.sanity.io/images/tbk0k9ou/production/e3ee5697a1bebc70303d0b339a67b4c28c1e6034-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Antifluido Rígido Azul Oscuro es un tejido plano de excelente calidad, ideal para la confección de prendas y artículos funcionales que requieren estructura, protección y resistencia. Su textura suave al tacto y acabado firme brindan una presentación limpia y profesional, perfecta para usos institucionales y comerciales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.50 metros y un gramaje de 160 g/m², con un rendimiento aproximado de 4 metros, lo que la convierte en una tela liviana, fresca y de fácil manejo. Al ser 100% poliéster, es de fácil lavado, secado rápido, no se encoge y ofrece alta durabilidad. Además, permite la sublimación y personalización, manteniendo excelente calidad de impresión.</span>
\n
\n<b>Ideal para: </b><span style=""font-weight: 400;"">dotaciones, delantales, ropa para mascotas, tapabocas y morrales.</span>"
"2000100493684","ANTIFLUIDO BLANCO C#24","antifluido-blanco-c24","10000","","outOfStock","","","","","","Ancho: 1.50 metros | Composición: Poliester | Elasticidad: Nula","https://cdn.sanity.io/images/tbk0k9ou/production/ee935e048d4cdefc0905a850882a5c4f7c3f509e-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Antifluido Rígido Blanco es un tejido plano de excelente calidad, ideal para la confección de prendas y artículos funcionales que requieren estructura, protección y resistencia. Su textura suave al tacto y acabado firme brindan una presentación limpia y profesional, perfecta para usos institucionales y comerciales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.50 metros y un gramaje de 160 g/m², con un rendimiento aproximado de 4 metros, lo que la convierte en una tela liviana, fresca y de fácil manejo. Al ser 100% poliéster, es de fácil lavado, secado rápido, no se encoge y ofrece alta durabilidad. Además, permite la sublimación y personalización, manteniendo excelente calidad de impresión.</span>
\n
\n<b>Ideal para: </b><span style=""font-weight: 400;"">dotaciones, delantales, ropa para mascotas, tapabocas y morrales.</span>"
"2000100493685","ANTIFLUIDO CORAL C#8","antifluido-coral-c8","6500","","outOfStock","","","","","","Ancho: 1.50 metros | Composición: Poliester | Elasticidad: Nula","https://cdn.sanity.io/images/tbk0k9ou/production/12d1a0d909f2a1e2f9f4c03ac2badc00d43a9847-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Antifluido Rígido Coral es un tejido plano de excelente calidad, ideal para la confección de prendas y artículos funcionales que requieren estructura, protección y resistencia. Su textura suave al tacto y acabado firme brindan una presentación limpia y profesional, perfecta para usos institucionales y comerciales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.50 metros y un gramaje de 160 g/m², con un rendimiento aproximado de 4 metros, lo que la convierte en una tela liviana, fresca y de fácil manejo. Al ser 100% poliéster, es de fácil lavado, secado rápido, no se encoge y ofrece alta durabilidad. Además, permite la sublimación y personalización, manteniendo excelente calidad de impresión.</span>
\n
\n<b>Ideal para: </b><span style=""font-weight: 400;"">dotaciones, delantales, ropa para mascotas, tapabocas y morrales.</span>"
"2000100493686","ANTIFLUIDO FUCSIA C#9","antifluido-fucsia-c9","6500","","outOfStock","","","","","","Ancho: 1.50 metros | Composición: Poliester | Elasticidad: Nula","https://cdn.sanity.io/images/tbk0k9ou/production/f9af919c6b3abd1016c8c20dc415be49f86e7a9a-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Antifluido Rígido Fucsia es un tejido plano de excelente calidad, ideal para la confección de prendas y artículos funcionales que requieren estructura, protección y resistencia. Su textura suave al tacto y acabado firme brindan una presentación limpia y profesional, perfecta para usos institucionales y comerciales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.50 metros y un gramaje de 160 g/m², con un rendimiento aproximado de 4 metros, lo que la convierte en una tela liviana, fresca y de fácil manejo. Al ser 100% poliéster, es de fácil lavado, secado rápido, no se encoge y ofrece alta durabilidad. Además, permite la sublimación y personalización, manteniendo excelente calidad de impresión.</span>
\n
\n<b>Ideal para: </b><span style=""font-weight: 400;"">dotaciones, delantales, ropa para mascotas, tapabocas y morrales.</span>"
"2000100493687","ANTIFLUIDO GRIS OSCURO C#46","antifluido-gris-oscuro-c46","6500","","outOfStock","","","","","","Ancho: 1.50 metros | Composición: Poliester | Elasticidad: Nula","https://cdn.sanity.io/images/tbk0k9ou/production/ff086a262e1b5e7b0f47d905273f65cdd6473bba-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Antifluido Rígido Gris Oscuro es un tejido plano de excelente calidad, ideal para la confección de prendas y artículos funcionales que requieren estructura, protección y resistencia. Su textura suave al tacto y acabado firme brindan una presentación limpia y profesional, perfecta para usos institucionales y comerciales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.50 metros y un gramaje de 160 g/m², con un rendimiento aproximado de 4 metros, lo que la convierte en una tela liviana, fresca y de fácil manejo. Al ser 100% poliéster, es de fácil lavado, secado rápido, no se encoge y ofrece alta durabilidad. Además, permite la sublimación y personalización, manteniendo excelente calidad de impresión.</span>
\n
\n<b>Ideal para: </b><span style=""font-weight: 400;"">dotaciones, delantales, ropa para mascotas, tapabocas y morrales.</span>"
"2000100493688","ANTIFLUIDO NEGRO C#23","antifluido-negro-c23","10000","","inStock","","","","","","Ancho: 1.50 metros | Composición: Poliester | Elasticidad: Nula","https://cdn.sanity.io/images/tbk0k9ou/production/02f9891e96a1372047723e586f6808285b20127e-640x640.jpg","100% POLIÉSTER","Nuestra tela Antifluido Negro es un tejido plano de excelente calidad, ideal para la confección de prendas y artículos funcionales que requieren estructura, protección y resistencia. Su textura suave al tacto y acabado firme brindan una presentación limpia y profesional, perfecta para usos institucionales y comerciales.
\n
\nCuenta con un ancho de 1.50 metros y un gramaje de 160 g/m², con un rendimiento aproximado de 4 metros, lo que la convierte en una tela liviana, fresca y de fácil manejo. Al ser 100% poliéster, es de fácil lavado, secado rápido, no se encoge y ofrece alta durabilidad. Además, permite la sublimación y personalización, manteniendo excelente calidad de impresión.
\n
\n<strong>Ideal para: </strong>dotaciones, delantales, ropa para mascotas, tapabocas y morrales."
